LOAN_ID,LOAN_SK,CUSTOMER_SK,CUSTOMER_ID,RISK_BAND_CODE,DUE_DAY_OF_MONTH,ORIGINATION_AMOUNT,INTEREST_RATE,LOAN_TERM_MONTHS,LOAN_TYPE,BUCKET_INDEX,DELINQUENCY_BUCKET,DPD,OUTSTANDING_BALANCE,RESTRUCTURED_FLAG,CHARGE_OFF_FLAG,SETTLEMENT_FLAG,FRAUD_FLAG,ASSIGNED_COLLECTOR_ID
LN-503096,3210,3534,CUST-103350,R4,23,45920.66,0.0478,37,Auto,0,Current,0,37543.235,FALSE,FALSE,FALSE,FALSE,
LN-503097,3211,6141,CUST-105846,R1,24,30373.61,0.1168,60,Personal,0,Current,0,25058.195,FALSE,FALSE,FALSE,FALSE,
LN-503098,3212,2982,CUST-102826,R3,10,9291.79,0.1959,0,Credit Card,0,Current,0,6678.46,FALSE,FALSE,FALSE,FALSE,
LN-503099,3213,856,CUST-100812,R5,9,12110.64,0.053,52,Auto,0,Current,0,10189.215,FALSE,FALSE,FALSE,FALSE,
LN-503100,3214,5691,CUST-105410,R1,6,370071.46,0.0561,259,Mortgage,0,Current,0,367928.185,FALSE,FALSE,FALSE,FALSE,
LN-503101,3215,3470,CUST-103289,R3,13,9955.1,0.1962,47,Personal,0,Current,0,8366.525,FALSE,FALSE,FALSE,FALSE,
LN-503102,3216,466,CUST-100448,R4,7,14711.08,0.2028,0,Credit Card,0,Current,0,14251.36,FALSE,FALSE,FALSE,FALSE,
LN-503103,3217,536,CUST-100510,R7,13,7825.74,0.123,31,Personal,0,Current,0,5743.11,FALSE,FALSE,FALSE,FALSE,
LN-503104,3218,4577,CUST-104346,R7,26,16400.65,0.071,68,Auto,0,Current,0,13506.37,FALSE,FALSE,FALSE,FALSE,
LN-503105,3219,2589,CUST-102451,R3,13,10171.85,0.1523,54,Personal,0,Current,0,7911.41,FALSE,FALSE,FALSE,FALSE,
LN-503106,3220,1879,CUST-101779,R3,14,3050.01,0.2343,0,Credit Card,0,Current,0,2287.53,FALSE,FALSE,FALSE,FALSE,
LN-503107,3221,3499,CUST-103317,R3,15,23127.39,0.2055,38,Personal,1,1-29,16,23127.39,FALSE,FALSE,FALSE,FALSE,COL-1089
LN-503108,3222,5667,CUST-105388,R5,4,37911.99,0.0937,65,Auto,0,Current,0,36162.21,FALSE,FALSE,FALSE,FALSE,
LN-503109,3223,3441,CUST-103262,R5,4,48306.78,0.0548,66,Auto,0,Current,0,46659.96,FALSE,FALSE,FALSE,FALSE,
LN-503110,3224,2188,CUST-102071,R5,12,16982.73,0.2205,0,Credit Card,0,Current,0,15921.315,FALSE,FALSE,FALSE,FALSE,
LN-503111,3225,1592,CUST-101505,R1,16,7433.69,0.2184,0,Credit Card,0,Current,0,7201.385,FALSE,FALSE,FALSE,FALSE,
LN-503112,3226,241,CUST-100232,R4,1,43424.95,0.0582,54,Auto,0,Current,0,33774.91,FALSE,FALSE,FALSE,FALSE,
LN-503113,3227,5777,CUST-105494,R3,5,19728.88,0.1231,19,Personal,0,Current,0,9864.4,FALSE,FALSE,FALSE,FALSE,
LN-503114,3228,7720,CUST-107352,R6,1,51001.18,0.0701,50,Auto,2,30-59,60,44116.045,FALSE,FALSE,FALSE,FALSE,COL-1080
LN-503115,3229,3772,CUST-103578,R2,7,9199.64,0.084,59,Auto,0,Current,0,8381.0075,FALSE,FALSE,FALSE,FALSE,COL-1013
LN-503116,3230,5838,CUST-105552,R1,17,19041.74,0.1115,22,Personal,0,Current,0,11305.9925,FALSE,FALSE,FALSE,FALSE,
LN-503117,3231,3027,CUST-102869,R7,20,18525.59,0.0871,47,Personal,4,90+,191,16751.87,FALSE,FALSE,FALSE,FALSE,COL-1003
LN-503118,3232,597,CUST-100566,R5,8,18459.6,0.1858,24,Personal,0,Current,0,14421.5625,FALSE,FALSE,FALSE,FALSE,
LN-503119,3233,2023,CUST-101915,R3,13,51802.56,0.0617,62,Auto,0,Current,0,43656.1425,FALSE,FALSE,FALSE,FALSE,
LN-503120,3234,1457,CUST-101378,R3,4,24601.17,0.1494,48,Personal,0,Current,0,23063.61,FALSE,FALSE,FALSE,FALSE,
LN-503121,3235,8019,CUST-107638,R1,14,12909.4,0.0772,41,Auto,0,Current,0,12437.11,FALSE,FALSE,FALSE,FALSE,
LN-503122,3236,5233,CUST-104974,R4,13,46119.87,0.1041,68,Auto,0,Current,0,44085.18,FALSE,FALSE,FALSE,FALSE,
LN-503123,3237,6721,CUST-106399,R5,23,27944.72,0.1369,53,Personal,1,1-29,8,25176.605,FALSE,FALSE,FALSE,FALSE,
LN-503124,3238,8227,CUST-107836,R3,12,11728.1,0.2066,41,Personal,0,Current,0,10869.95,FALSE,FALSE,FALSE,FALSE,
LN-503125,3239,1962,CUST-101858,R1,24,32966.22,0.1197,53,Personal,0,Current,0,27834.72,FALSE,FALSE,FALSE,FALSE,
LN-503126,3240,6220,CUST-105922,R3,1,29944.02,0.0802,59,Auto,0,Current,0,26898.84,FALSE,FALSE,FALSE,FALSE,
LN-503127,3241,6782,CUST-106459,R1,27,28416.18,0.0963,66,Auto,0,Current,0,23572.4925,FALSE,FALSE,FALSE,FALSE,
LN-503128,3242,3365,CUST-103189,R2,20,37951.8,0.0646,61,Auto,0,Current,0,33285.6,FALSE,FALSE,FALSE,FALSE,
LN-503129,3243,998,CUST-100949,R2,9,7081.21,0.2236,0,Credit Card,0,Current,0,5089.6225,FALSE,FALSE,FALSE,FALSE,COL-1107
LN-503130,3244,6894,CUST-106564,R4,16,50331.37,0.0472,56,Auto,2,30-59,45,49657.2925,FALSE,FALSE,FALSE,FALSE,
LN-503131,3245,7870,CUST-107499,R3,28,42243.8,0.0833,44,Auto,0,Current,0,34323.0575,FALSE,FALSE,FALSE,FALSE,COL-1111
LN-503132,3246,2335,CUST-102207,R7,11,51202.69,0.0869,68,Auto,0,Current,0,49508.485,FALSE,FALSE,FALSE,FALSE,
LN-503133,3247,2211,CUST-102093,R5,23,20623.07,0.1782,57,Personal,0,Current,0,20351.7125,FALSE,FALSE,FALSE,FALSE,
LN-503134,3248,7292,CUST-106944,R3,1,23268.46,0.0867,67,Auto,0,Current,0,20142.85,FALSE,FALSE,FALSE,FALSE,
LN-503135,3249,7296,CUST-106948,R3,3,17537.81,0.1947,0,Credit Card,0,Current,0,10961.15,FALSE,FALSE,FALSE,FALSE,
LN-503136,3250,7589,CUST-107227,R4,10,15532.85,0.1012,53,Personal,0,Current,0,13994.2325,FALSE,FALSE,FALSE,FALSE,
LN-503137,3251,1906,CUST-101806,R2,10,26801.16,0.0871,60,Auto,0,Current,0,21775.8975,FALSE,FALSE,FALSE,FALSE,
LN-503138,3252,3792,CUST-103598,R6,10,33442.53,0.1072,67,Auto,0,Current,0,29324.625,FALSE,FALSE,FALSE,FALSE,COL-1004
LN-503139,3253,6103,CUST-105812,R1,27,139363.57,0.0876,179,HELOC,0,Current,0,137027.86,FALSE,FALSE,FALSE,FALSE,
LN-503140,3254,4229,CUST-104018,R2,17,144641.43,0.0675,129,HELOC,0,Current,0,135391.1175,FALSE,FALSE,FALSE,FALSE,
LN-503141,3255,1529,CUST-101445,R2,3,31893.14,0.1005,55,Auto,0,Current,0,28413.86,FALSE,FALSE,FALSE,FALSE,
LN-503142,3256,5851,CUST-105565,R6,24,40608.74,0.0456,60,Auto,0,Current,0,39593.525,FALSE,FALSE,FALSE,FALSE,
LN-503143,3257,2578,CUST-102440,R3,15,27343.15,0.069,71,Auto,0,Current,0,23299.495,FALSE,FALSE,FALSE,FALSE,
LN-503144,3258,7612,CUST-107249,R3,12,50549.63,0.0524,43,Auto,0,Current,0,47022.92,FALSE,FALSE,FALSE,FALSE,
LN-503145,3259,6104,CUST-105813,R5,12,21539.68,0.1094,25,Personal,0,Current,0,15723.9475,FALSE,FALSE,FALSE,FALSE,
LN-503146,3260,283,CUST-100271,R3,13,81790.6,0.0993,115,HELOC,0,Current,0,80190.355,FALSE,FALSE,FALSE,FALSE,
LN-503147,3261,6265,CUST-105966,R5,5,20026.79,0.0494,55,Auto,0,Current,0,16476.62,FALSE,FALSE,FALSE,FALSE,
LN-503148,3262,2220,CUST-102102,R1,24,8729.1,0.0919,64,Auto,0,Current,0,7194.7125,FALSE,FALSE,FALSE,FALSE,
LN-503149,3263,853,CUST-100810,R5,14,9778.64,0.0673,59,Auto,0,Current,0,9405.725,FALSE,FALSE,FALSE,FALSE,
LN-503150,3264,7069,CUST-106729,R5,18,24738.16,0.0948,26,Personal,0,Current,0,14747.725,FALSE,FALSE,FALSE,FALSE,
LN-503151,3265,3266,CUST-103094,R2,5,84701.05,0.0844,71,HELOC,0,Current,0,73069.5925,FALSE,FALSE,FALSE,FALSE,
LN-503152,3266,4307,CUST-104090,R2,3,43676.51,0.0461,41,Auto,0,Current,0,42877.55,FALSE,FALSE,FALSE,FALSE,
LN-503153,3267,3046,CUST-102887,R1,20,21153.67,0.2055,43,Personal,0,Current,0,20415.745,FALSE,FALSE,FALSE,FALSE,
LN-503154,3268,4534,CUST-104307,R5,21,27836.18,0.0773,56,Auto,4,90+,100,24480.9575,FALSE,FALSE,FALSE,FALSE,COL-1091
LN-503155,3269,1508,CUST-101425,R4,28,39860.31,0.104,43,Auto,0,Current,0,33603.195,FALSE,FALSE,FALSE,FALSE,
LN-503156,3270,1201,CUST-101135,R5,5,11193.08,0.2341,0,Credit Card,0,Current,0,8394.8,FALSE,FALSE,FALSE,FALSE,
LN-503157,3271,4323,CUST-104106,R3,23,52979.82,0.0959,67,Auto,0,Current,0,47642.325,FALSE,FALSE,FALSE,FALSE,
LN-503158,3272,2242,CUST-102119,R3,6,51663.7,0.0645,42,Auto,0,Current,0,48895.9975,FALSE,FALSE,FALSE,FALSE,
LN-503159,3273,3163,CUST-102996,R6,26,32625.2,0.1093,64,Auto,0,Current,0,28037.27,FALSE,FALSE,FALSE,FALSE,
LN-503160,3274,41,CUST-100038,R1,5,34016.1,0.0496,60,Auto,0,Current,0,28488.5325,FALSE,FALSE,FALSE,FALSE,
LN-503161,3275,5427,CUST-105158,R4,19,33179.57,0.1528,24,Personal,2,30-59,42,18663.53,FALSE,FALSE,FALSE,FALSE,COL-1007
LN-503162,3276,7,CUST-100006,R4,15,11987.16,0.0628,71,Auto,0,Current,0,10594.3125,FALSE,FALSE,FALSE,FALSE,
LN-503163,3277,401,CUST-100384,R2,19,37138.23,0.0548,47,Auto,0,Current,0,32989.785,FALSE,FALSE,FALSE,FALSE,
LN-503164,3278,268,CUST-100257,R5,12,17117.37,0.1935,41,Personal,0,Current,0,14299.245,FALSE,FALSE,FALSE,FALSE,
LN-503165,3279,1577,CUST-101491,R4,24,17659.1,0.0757,68,Auto,0,Current,0,15516.6575,FALSE,FALSE,FALSE,FALSE,
LN-503166,3280,8070,CUST-107687,R4,10,25242.16,0.0888,45,Auto,0,Current,0,22717.93,FALSE,FALSE,FALSE,FALSE,
LN-503167,3281,466,CUST-100448,R6,23,39379.46,0.0983,43,Auto,0,Current,0,35258.36,FALSE,FALSE,FALSE,FALSE,COL-1075
LN-503168,3282,6113,CUST-105822,R5,10,54735.33,0.0608,53,Auto,0,Current,0,42342.45,FALSE,FALSE,FALSE,FALSE,
LN-503169,3283,5250,CUST-104990,R1,3,237400.34,0.0585,215,Mortgage,0,Current,0,230775.2,FALSE,FALSE,FALSE,FALSE,
LN-503170,3284,5730,CUST-105448,R3,17,22726.37,0.1815,0,Credit Card,0,Current,0,22016.1725,FALSE,FALSE,FALSE,FALSE,
LN-503171,3285,2494,CUST-102359,R2,14,45219.9,0.1006,43,Auto,0,Current,0,34966.5075,FALSE,FALSE,FALSE,FALSE,
LN-503172,3286,2998,CUST-102840,R1,24,31168.2,0.0462,36,Auto,0,Current,0,24674.85,FALSE,FALSE,FALSE,FALSE,
LN-503173,3287,5553,CUST-105277,R6,2,20831.12,0.2109,0,Credit Card,0,Current,0,20831.12,FALSE,FALSE,FALSE,FALSE,
LN-503174,3288,1274,CUST-101204,R1,10,621809.54,0.0568,262,Mortgage,0,Current,0,609349.61,FALSE,FALSE,FALSE,FALSE,
LN-503175,3289,3623,CUST-103436,R5,1,13063.02,0.0993,71,Auto,0,Current,0,12787.035,FALSE,FALSE,FALSE,FALSE,
LN-503176,3290,6904,CUST-106574,R5,4,17004.97,0.1089,61,Auto,0,Current,0,15332.35,FALSE,FALSE,FALSE,FALSE,
LN-503177,3291,1986,CUST-101881,R4,14,14542.52,0.2071,0,Credit Card,0,Current,0,8180.15,FALSE,FALSE,FALSE,FALSE,
LN-503178,3292,8234,CUST-107842,R1,21,19260.42,0.0809,169,HELOC,0,Current,0,18234.69,FALSE,FALSE,FALSE,FALSE,
LN-503179,3293,6477,CUST-106170,R3,4,2249.59,0.1729,49,Personal,0,Current,0,1767.535,FALSE,FALSE,FALSE,FALSE,
LN-503180,3294,2023,CUST-101915,R3,28,32438.38,0.1616,39,Personal,0,Current,0,24952.63,FALSE,FALSE,FALSE,FALSE,
LN-503181,3295,3822,CUST-103627,R1,14,84226.79,0.0758,88,HELOC,0,Current,0,80637.59,FALSE,FALSE,FALSE,FALSE,
LN-503182,3296,80,CUST-100076,R3,7,13803.65,0.1699,0,Credit Card,0,Current,0,8627.3,FALSE,FALSE,FALSE,FALSE,
LN-503183,3297,3639,CUST-103451,R3,1,9688.49,0.141,47,Personal,0,Current,0,8915.465,FALSE,FALSE,FALSE,FALSE,
LN-503184,3298,749,CUST-100711,R6,11,53738.19,0.0805,57,Auto,1,1-29,20,51616.935,FALSE,FALSE,FALSE,FALSE,
LN-503185,3299,5443,CUST-105173,R4,11,12525.9,0.1043,38,Auto,0,Current,0,11289.7875,FALSE,FALSE,FALSE,FALSE,
LN-503186,3300,6024,CUST-105735,R1,19,14308.55,0.1931,0,Credit Card,0,Current,0,13861.4075,FALSE,FALSE,FALSE,FALSE,
LN-503187,3301,3082,CUST-102921,R6,11,20856.85,0.0799,55,Auto,0,Current,0,18865.945,FALSE,FALSE,FALSE,FALSE,
LN-503188,3302,2110,CUST-101996,R5,8,38439.47,0.0969,65,Auto,0,Current,0,37995.935,FALSE,FALSE,FALSE,FALSE,COL-1064
LN-503189,3303,7260,CUST-106913,R3,14,12379.72,0.1984,29,Personal,0,Current,0,12059.5525,FALSE,FALSE,FALSE,FALSE,
LN-503190,3304,537,CUST-100511,R1,18,11474.05,0.0964,49,Auto,0,Current,0,10244.71,FALSE,FALSE,FALSE,FALSE,
LN-503191,3305,7230,CUST-106884,R6,7,22503.87,0.2103,0,Credit Card,0,Current,0,21097.38,FALSE,FALSE,FALSE,FALSE,COL-1020
LN-503192,3306,6936,CUST-106604,R3,16,10862.99,0.0899,51,Personal,0,Current,0,10223.99,FALSE,FALSE,FALSE,FALSE,
LN-503193,3307,4935,CUST-104689,R5,16,3961.96,0.19,0,Credit Card,0,Current,0,3838.15,FALSE,FALSE,FALSE,FALSE,
LN-503194,3308,1534,CUST-101450,R3,16,10134.6,0.0806,59,Personal,0,Current,0,8975.1525,FALSE,FALSE,FALSE,FALSE,
LN-503195,3309,5236,CUST-104977,R1,16,11457.3,0.0843,33,Personal,0,Current,0,9894.945,FALSE,FALSE,FALSE,FALSE,
LN-503196,3310,2575,CUST-102438,R3,20,51929.57,0.1012,61,Auto,1,1-29,11,51291.095,FALSE,FALSE,FALSE,FALSE,COL-1116
LN-503197,3311,7488,CUST-107129,R4,11,16773.57,0.0959,66,HELOC,0,Current,0,14867.52,FALSE,FALSE,FALSE,FALSE,
LN-503198,3312,8029,CUST-107647,R3,24,44110.92,0.1052,45,Auto,0,Current,0,41170.2,FALSE,FALSE,FALSE,FALSE,
LN-503199,3313,1902,CUST-101802,R7,27,15200.06,0.2084,55,Personal,0,Current,0,14785.52,FALSE,FALSE,FALSE,FALSE,
LN-503200,3314,6515,CUST-106206,R5,11,121227.32,0.0806,93,HELOC,0,Current,0,118294.4,FALSE,FALSE,FALSE,FALSE,
LN-503201,3315,2347,CUST-102218,R1,2,30285.23,0.2006,48,Personal,0,Current,0,26972.795,FALSE,FALSE,FALSE,FALSE,
LN-503202,3316,1358,CUST-101285,R3,22,2090.44,0.1965,35,Personal,0,Current,0,1642.465,FALSE,FALSE,FALSE,FALSE,
LN-503203,3317,2117,CUST-102003,R2,17,29326.88,0.0993,39,Auto,0,Current,0,27634.9475,FALSE,FALSE,FALSE,FALSE,
LN-503204,3318,3967,CUST-103766,R3,19,32012.59,0.2081,30,Personal,0,Current,0,31212.2725,FALSE,FALSE,FALSE,FALSE,
LN-503205,3319,2640,CUST-102499,R3,21,8423.83,0.1051,50,Auto,0,Current,0,7033.87,FALSE,FALSE,FALSE,FALSE,
LN-503206,3320,4693,CUST-104454,R6,26,8955.35,0.183,0,Credit Card,1,1-29,5,7276.22,FALSE,FALSE,FALSE,FALSE,COL-1116
LN-503208,3323,2247,CUST-102124,R1,14,32573.67,0.104,50,Auto,0,Current,0,28664.85,FALSE,FALSE,FALSE,FALSE,
LN-503209,3324,3054,CUST-102895,R1,22,41340.93,0.0671,54,Auto,0,Current,0,32728.2675,FALSE,FALSE,FALSE,FALSE,
LN-503210,3325,7063,CUST-106724,R3,17,19426.19,0.0781,148,HELOC,4,90+,284,19327.745,FALSE,FALSE,FALSE,FALSE,COL-1082
LN-503211,3326,3099,CUST-102937,R4,7,9315.43,0.1764,46,Personal,0,Current,0,9163.5475,FALSE,FALSE,FALSE,FALSE,COL-1073
LN-503212,3327,5847,CUST-105561,R2,3,15859.25,0.188,0,Credit Card,0,Current,0,12390.05,FALSE,FALSE,FALSE,FALSE,
LN-503213,3328,8376,CUST-107976,R3,23,423124,0.0621,210,Mortgage,0,Current,0,421612.84,FALSE,FALSE,FALSE,FALSE,
LN-503214,3329,1222,CUST-101154,R4,11,36351.97,0.0832,52,Auto,0,Current,0,30060.25,FALSE,FALSE,FALSE,FALSE,
LN-503215,3330,1389,CUST-101315,R3,16,10412.2,0.1985,0,Credit Card,0,Current,0,5856.88,FALSE,FALSE,FALSE,FALSE,
LN-503216,3331,125,CUST-100119,R5,6,9368.16,0.212,29,Personal,0,Current,0,8883.6,FALSE,FALSE,FALSE,FALSE,
LN-503217,3332,4284,CUST-104070,R4,12,17147.25,0.2424,0,Credit Card,0,Current,0,15539.6925,FALSE,FALSE,FALSE,FALSE,
LN-503218,3333,3022,CUST-102864,R2,18,40398.06,0.0716,63,HELOC,0,Current,0,33184.11,FALSE,FALSE,FALSE,FALSE,
LN-503219,3334,1457,CUST-101378,R7,27,24908.48,0.0725,100,HELOC,0,Current,0,22853.57,FALSE,FALSE,FALSE,FALSE,
LN-503220,3335,5765,CUST-105483,R2,25,31144.06,0.0797,45,Auto,0,Current,0,28029.655,FALSE,FALSE,FALSE,FALSE,
LN-503221,3336,2626,CUST-102485,R2,26,29681.97,0.0758,68,Auto,0,Current,0,28045.095,FALSE,FALSE,FALSE,FALSE,
LN-503222,3337,6486,CUST-106179,R5,12,20164.86,0.1031,60,Auto,0,Current,0,16888.08,FALSE,FALSE,FALSE,FALSE,
LN-503223,3338,4209,CUST-103998,R4,6,2387.83,0.1526,48,Personal,0,Current,0,2313.205,FALSE,FALSE,FALSE,FALSE,
LN-503224,3339,8024,CUST-107643,R4,2,12064.51,0.0791,104,HELOC,0,Current,0,10933.51,FALSE,FALSE,FALSE,FALSE,
LN-503225,3340,650,CUST-100617,R2,10,40108.51,0.0493,53,Auto,0,Current,0,38405.8,FALSE,FALSE,FALSE,FALSE,
LN-503226,3341,2347,CUST-102218,R1,13,46952.36,0.0891,50,Auto,0,Current,0,44839.4975,FALSE,FALSE,FALSE,FALSE,
LN-503227,3342,3606,CUST-103420,R5,1,50923.84,0.1022,61,Auto,4,90+,120,49045.495,FALSE,FALSE,FALSE,FALSE,COL-1055
LN-503228,3343,6482,CUST-106175,R3,13,4333.35,0.1201,41,Personal,0,Current,0,3857.745,FALSE,FALSE,FALSE,FALSE,
LN-503229,3344,898,CUST-100854,R2,15,105863.33,0.0647,76,HELOC,0,Current,0,91237.46,FALSE,FALSE,FALSE,FALSE,
LN-503230,3345,7628,CUST-107264,R7,1,10683.25,0.0494,39,Auto,0,Current,0,8834.2225,FALSE,FALSE,FALSE,FALSE,COL-1109
LN-503231,3346,6691,CUST-106370,R2,7,40838.14,0.1011,61,Auto,0,Current,0,34812.82,FALSE,FALSE,FALSE,FALSE,
LN-503232,3347,1170,CUST-101105,R3,19,8391.46,0.2068,0,Credit Card,0,Current,0,7867,FALSE,FALSE,FALSE,FALSE,
LN-503233,3348,2995,CUST-102838,R2,4,1513.7,0.2501,0,Credit Card,0,Current,0,1087.9775,FALSE,FALSE,FALSE,FALSE,
LN-503234,3349,7245,CUST-106898,R3,10,589479.95,0.0583,292,Mortgage,0,Current,0,563740.6325,FALSE,FALSE,FALSE,FALSE,
LN-503235,3350,6409,CUST-106105,R4,11,17960.75,0.1983,0,Credit Card,0,Current,0,16838.21,FALSE,FALSE,FALSE,FALSE,
LN-503236,3351,2246,CUST-102123,R3,12,644611.66,0.0712,315,Mortgage,0,Current,0,630798.5275,FALSE,FALSE,FALSE,FALSE,
LN-503237,3352,3807,CUST-103613,R4,27,28271.16,0.1655,42,Personal,0,Current,0,26251.8,FALSE,FALSE,FALSE,FALSE,
LN-503238,3353,4772,CUST-104532,R6,1,15568.72,0.2004,26,Personal,2,30-59,60,14221.42,FALSE,FALSE,FALSE,FALSE,COL-1072
LN-503239,3354,5748,CUST-105466,R2,26,13166.3,0.0826,48,Personal,0,Current,0,11520.5,FALSE,FALSE,FALSE,FALSE,
LN-503240,3355,3296,CUST-103124,R3,13,14904.76,0.1862,27,Personal,0,Current,0,10764.535,FALSE,FALSE,FALSE,FALSE,
LN-503241,3356,7536,CUST-107175,R4,16,19216.02,0.0961,68,Auto,1,1-29,15,19004.0775,FALSE,FALSE,FALSE,FALSE,
LN-503242,3357,2213,CUST-102095,R4,16,25003.82,0.1652,59,Personal,0,Current,0,22778.9225,FALSE,FALSE,FALSE,FALSE,
LN-503243,3358,3689,CUST-103500,R4,3,121260.69,0.0842,175,HELOC,0,Current,0,117103.17,FALSE,FALSE,FALSE,FALSE,
LN-503244,3359,8172,CUST-107782,R7,28,29568.15,0.0832,37,Auto,1,1-29,3,28968.795,FALSE,FALSE,FALSE,FALSE,
LN-503245,3360,2946,CUST-102792,R3,3,34367.06,0.064,70,Auto,0,Current,0,29948.42,FALSE,FALSE,FALSE,FALSE,
LN-503246,3361,5175,CUST-104919,R3,16,48389.53,0.068,71,Auto,0,Current,0,46344.91,FALSE,FALSE,FALSE,FALSE,
LN-503247,3362,8391,CUST-107990,R1,18,5702.76,0.2109,0,Credit Card,0,Current,0,3564.18,FALSE,FALSE,FALSE,FALSE,
LN-503248,3363,1934,CUST-101833,R7,9,14747.87,0.1029,53,Personal,1,1-29,22,12452.225,FALSE,FALSE,FALSE,FALSE,
LN-503249,3364,4372,CUST-104153,R3,5,6297.26,0.1685,0,Credit Card,0,Current,0,4722.92,FALSE,FALSE,FALSE,FALSE,
LN-503250,3365,2305,CUST-102179,R1,7,20153.22,0.1137,41,Personal,0,Current,0,18678.6,FALSE,FALSE,FALSE,FALSE,
LN-503251,3366,533,CUST-100507,R3,12,83005.53,0.0922,153,HELOC,0,Current,0,79343.52,FALSE,FALSE,FALSE,FALSE,
LN-503252,3367,210,CUST-100202,R2,11,16748.73,0.2302,0,Credit Card,0,Current,0,9421.2,FALSE,FALSE,FALSE,FALSE,
LN-503253,3368,300,CUST-100288,R3,28,47024.35,0.0997,54,Auto,0,Current,0,44411.89,FALSE,FALSE,FALSE,FALSE,
LN-503254,3369,3599,CUST-103413,R1,14,11317.42,0.1586,21,Personal,0,Current,0,6366.04,FALSE,FALSE,FALSE,FALSE,
LN-503255,3370,4651,CUST-104415,R1,6,18766.5,0.093,56,Auto,0,Current,0,18263.82,FALSE,FALSE,FALSE,FALSE,
LN-503257,3373,1997,CUST-101891,R2,9,34532.99,0.1233,55,Personal,0,Current,0,28411.2575,FALSE,FALSE,FALSE,FALSE,
LN-503258,3374,8103,CUST-107717,R4,25,54474.72,0.0952,60,Auto,0,Current,0,46303.53,FALSE,FALSE,FALSE,FALSE,
LN-503259,3375,671,CUST-100637,R2,23,9759.36,0.1402,24,Personal,0,Current,0,9149.4,FALSE,FALSE,FALSE,FALSE,
LN-503260,3376,1183,CUST-101118,R3,23,41972.71,0.0764,55,Auto,0,Current,0,37966.225,FALSE,FALSE,FALSE,FALSE,COL-1051
LN-503261,3377,2088,CUST-101974,R1,4,47923.8,0.0809,43,Auto,0,Current,0,47087.9175,FALSE,FALSE,FALSE,FALSE,
LN-503262,3378,7882,CUST-107511,R5,11,515382.65,0.0745,259,Mortgage,0,Current,0,513890.2325,FALSE,FALSE,FALSE,FALSE,
LN-503263,3379,4045,CUST-103841,R4,25,13075.62,0.0945,41,Auto,0,Current,0,9966.15,FALSE,FALSE,FALSE,FALSE,
LN-503264,3380,5716,CUST-105435,R2,16,31608.78,0.0897,62,Auto,0,Current,0,27020.4,FALSE,FALSE,FALSE,FALSE,
LN-503265,3381,2652,CUST-102511,R3,17,16863.03,0.0738,63,Auto,0,Current,0,15457.7625,FALSE,FALSE,FALSE,FALSE,
LN-503266,3382,7411,CUST-107056,R5,27,30784.32,0.0558,54,Auto,0,Current,0,29074.08,FALSE,FALSE,FALSE,FALSE,COL-1067
LN-503267,3383,1616,CUST-101529,R3,20,21555.8,0.2338,0,Credit Card,0,Current,0,20208.56,FALSE,FALSE,FALSE,FALSE,
LN-503268,3384,7956,CUST-107578,R5,5,24337.97,0.2354,0,Credit Card,0,Current,0,14450.69,FALSE,FALSE,FALSE,FALSE,
LN-503269,3385,2823,CUST-102675,R4,8,10751.36,0.2497,0,Credit Card,0,Current,0,7391.585,FALSE,FALSE,FALSE,FALSE,
LN-503270,3386,4077,CUST-103872,R3,1,46751,0.0989,45,Auto,0,Current,0,37400.81,FALSE,FALSE,FALSE,FALSE,
LN-503271,3387,3512,CUST-103329,R2,16,22516.32,0.074,38,Auto,0,Current,0,17183.55,FALSE,FALSE,FALSE,FALSE,
LN-503272,3388,984,CUST-100935,R2,11,2771.07,0.0925,52,Personal,1,1-29,20,2251.4925,FALSE,FALSE,FALSE,FALSE,
LN-503273,3389,2855,CUST-102705,R5,23,583639.41,0.0592,276,Mortgage,0,Current,0,567779.61,FALSE,FALSE,FALSE,FALSE,COL-1005
LN-503274,3390,4275,CUST-104061,R3,3,19174.69,0.2418,0,Credit Card,0,Current,0,11984.14,FALSE,FALSE,FALSE,FALSE,
LN-503275,3391,8209,CUST-107818,R3,15,40590.82,0.0873,61,Auto,0,Current,0,36099.235,FALSE,FALSE,FALSE,FALSE,
LN-503276,3392,2047,CUST-101935,R3,8,4588.48,0.1925,0,Credit Card,0,Current,0,3728.125,FALSE,FALSE,FALSE,FALSE,
LN-503277,3393,6405,CUST-106101,R3,13,29546.07,0.1091,69,Auto,0,Current,0,27298.02,FALSE,FALSE,FALSE,FALSE,
LN-503278,3394,1234,CUST-101166,R1,7,7394.27,0.2579,0,Credit Card,0,Current,0,6701.0675,FALSE,FALSE,FALSE,FALSE,
LN-503279,3395,5571,CUST-105295,R1,27,13008.57,0.1625,0,Credit Card,0,Current,0,6097.815,FALSE,FALSE,FALSE,FALSE,
LN-503280,3396,2905,CUST-102753,R4,10,2281.7,0.2506,0,Credit Card,4,90+,141,1782.5825,FALSE,FALSE,FALSE,FALSE,COL-1097
LN-503281,3397,549,CUST-100522,R1,13,18073.83,0.1986,53,Personal,0,Current,0,17562.3,FALSE,FALSE,FALSE,FALSE,
LN-503282,3398,6295,CUST-105996,R6,13,20424.63,0.1405,55,Personal,0,Current,0,18196.47,FALSE,FALSE,FALSE,FALSE,
