loan_id,customer_id,file_date,internal_risk_score,risk_band_code,source_system,fraud_flag
LN-501311,CUST-101778,2025-05-02,630.0,R5,RISK_ENGINE,False
LN-501312,CUST-100720,2025-05-02,670.0,R4,RISK_ENGINE,False
LN-501313,CUST-106122,2025-05-02,775.0,R2,RISK_ENGINE,False
LN-501314,CUST-102613,2025-05-02,807.0,R1,RISK_ENGINE,False
LN-501315,CUST-105709,2025-05-02,599.0,R6,RISK_ENGINE,False
LN-501316,CUST-100794,2025-05-02,632.0,R5,RISK_ENGINE,False
LN-501317,CUST-102203,2025-05-02,758.0,R2,RISK_ENGINE,False
LN-501318,CUST-101438,2025-05-02,584.0,R6,RISK_ENGINE,False
LN-501319,CUST-100019,2025-05-02,714.0,R3,RISK_ENGINE,False
LN-501320,CUST-106620,2025-05-02,768.0,R2,RISK_ENGINE,False
LN-501321,CUST-100443,2025-05-02,633.0,R5,RISK_ENGINE,False
LN-501322,CUST-104503,2025-05-02,805.0,R1,RISK_ENGINE,False
LN-501323,CUST-106039,2025-05-02,759.0,R2,RISK_ENGINE,False
LN-501324,CUST-104043,2025-05-02,705.0,R3,RISK_ENGINE,False
LN-501325,CUST-103146,2025-05-02,691.0,R4,RISK_ENGINE,False
LN-501326,CUST-104115,2025-05-02,726.0,R3,RISK_ENGINE,False
LN-501327,CUST-101708,2025-05-02,728.0,R3,RISK_ENGINE,False
LN-501328,CUST-104341,2025-05-02,649.0,R5,RISK_ENGINE,False
LN-501329,CUST-101963,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-501330,CUST-104266,2025-05-02,769.0,R2,RISK_ENGINE,False
LN-501331,CUST-105388,2025-05-02,722.0,R3,RISK_ENGINE,False
LN-501332,CUST-100043,2025-05-02,827.0,R1,RISK_ENGINE,False
LN-501333,CUST-104009,2025-05-02,682.0,R4,RISK_ENGINE,False
LN-501334,CUST-100524,2025-05-02,719.0,R3,RISK_ENGINE,False
LN-501335,CUST-105121,2025-05-02,435.0,R7,RISK_ENGINE,False
LN-501336,CUST-107866,2025-05-02,650.0,R5,RISK_ENGINE,False
LN-501337,CUST-104970,2025-05-02,727.0,R3,RISK_ENGINE,False
LN-501338,CUST-102700,2025-05-02,758.0,R2,RISK_ENGINE,False
LN-501339,CUST-104859,2025-05-02,756.0,R2,RISK_ENGINE,False
LN-501340,CUST-107878,2025-05-02,432.0,R7,RISK_ENGINE,False
LN-501341,CUST-104130,2025-05-02,822.0,R1,RISK_ENGINE,False
LN-501342,CUST-104093,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-501343,CUST-105815,2025-05-02,696.0,R4,RISK_ENGINE,False
LN-501344,CUST-101527,2025-05-02,816.0,R1,RISK_ENGINE,False
LN-501345,CUST-107182,2025-05-02,754.0,R2,RISK_ENGINE,False
LN-501346,CUST-105353,2025-05-02,809.0,R1,RISK_ENGINE,False
LN-501347,CUST-101067,2025-05-02,714.0,R3,RISK_ENGINE,False
LN-501348,CUST-105095,2025-05-02,811.0,R1,RISK_ENGINE,False
LN-501349,CUST-102499,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-501350,CUST-107762,2025-05-02,671.0,R4,RISK_ENGINE,False
LN-501351,CUST-103227,2025-05-02,688.0,R4,RISK_ENGINE,False
LN-501352,CUST-104734,2025-05-02,725.0,R3,RISK_ENGINE,False
LN-501353,CUST-105685,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-501354,CUST-102918,2025-05-02,637.0,R5,RISK_ENGINE,False
LN-501355,CUST-106692,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-501356,CUST-101265,2025-05-02,756.0,R2,RISK_ENGINE,False
LN-501357,CUST-103545,2025-05-02,679.0,R4,RISK_ENGINE,False
LN-501358,CUST-101045,2025-05-02,440.0,R7,RISK_ENGINE,False
LN-501359,CUST-107718,2025-05-02,763.0,R2,RISK_ENGINE,False
LN-501360,CUST-104822,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-501361,CUST-105903,2025-05-02,804.0,R1,RISK_ENGINE,False
LN-501362,CUST-107765,2025-05-02,765.0,R2,RISK_ENGINE,False
LN-501363,CUST-100833,2025-05-02,675.0,R4,RISK_ENGINE,False
LN-501364,CUST-104058,2025-05-02,760.0,R2,RISK_ENGINE,False
LN-501365,CUST-105124,2025-05-02,597.0,R6,RISK_ENGINE,False
LN-501366,CUST-102804,2025-05-02,802.0,R1,RISK_ENGINE,False
LN-501367,CUST-104551,2025-05-02,734.0,R3,RISK_ENGINE,False
LN-501368,CUST-104313,2025-05-02,592.0,R6,RISK_ENGINE,False
LN-501369,CUST-106415,2025-05-02,815.0,R1,RISK_ENGINE,False
LN-501370,CUST-105661,2025-05-02,762.0,R2,RISK_ENGINE,False
LN-501371,CUST-101485,2025-05-02,725.0,R3,RISK_ENGINE,False
LN-501372,CUST-103369,2025-05-02,668.0,R4,RISK_ENGINE,False
LN-501373,CUST-105870,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-501374,CUST-100701,2025-05-02,760.0,R2,RISK_ENGINE,False
LN-501375,CUST-102811,2025-05-02,637.0,R5,RISK_ENGINE,False
LN-501376,CUST-103059,2025-05-02,816.0,R1,RISK_ENGINE,False
LN-501377,CUST-106329,2025-05-02,689.0,R4,RISK_ENGINE,False
LN-501378,CUST-106823,2025-05-02,692.0,R4,RISK_ENGINE,False
LN-501379,CUST-102679,2025-05-02,631.0,R5,RISK_ENGINE,False
LN-501380,CUST-106650,2025-05-02,753.0,R2,RISK_ENGINE,False
LN-501381,CUST-103436,2025-05-02,759.0,R2,RISK_ENGINE,False
LN-501382,CUST-103424,2025-05-02,636.0,R5,RISK_ENGINE,False
LN-501383,CUST-106747,2025-05-02,591.0,R6,RISK_ENGINE,False
LN-501384,CUST-106937,2025-05-02,616.0,R6,RISK_ENGINE,False
LN-501385,CUST-103674,2025-05-02,701.0,R3,RISK_ENGINE,False
LN-501386,CUST-103690,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-501387,CUST-103865,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-501388,CUST-105648,2025-05-02,603.0,R6,RISK_ENGINE,False
LN-501389,CUST-104262,2025-05-02,677.0,R4,RISK_ENGINE,False
LN-501390,CUST-107529,2025-05-02,755.0,R2,RISK_ENGINE,False
LN-501391,CUST-101647,2025-05-02,673.0,R4,RISK_ENGINE,False
LN-501392,CUST-103655,2025-05-02,639.0,R5,RISK_ENGINE,False
LN-501393,CUST-105393,2025-05-02,630.0,R5,RISK_ENGINE,False
LN-501394,CUST-100156,2025-05-02,682.0,R4,RISK_ENGINE,False
LN-501395,CUST-105329,2025-05-02,758.0,R2,RISK_ENGINE,False
LN-501396,CUST-107084,2025-05-02,822.0,R1,RISK_ENGINE,False
LN-501397,CUST-100176,2025-05-02,651.0,R5,RISK_ENGINE,False
LN-501398,CUST-101662,2025-05-02,756.0,R2,RISK_ENGINE,False
LN-501399,CUST-105361,2025-05-02,429.0,R7,RISK_ENGINE,False
LN-501400,CUST-102831,2025-05-02,704.0,R3,RISK_ENGINE,False
LN-501401,CUST-104798,2025-05-02,672.0,R4,RISK_ENGINE,False
LN-501402,CUST-107028,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-501403,CUST-102719,2025-05-02,756.0,R2,RISK_ENGINE,False
LN-501404,CUST-107241,2025-05-02,746.0,R2,RISK_ENGINE,False
LN-501405,CUST-107843,2025-05-02,721.0,R3,RISK_ENGINE,False
LN-501406,CUST-103383,2025-05-02,610.0,R6,RISK_ENGINE,False
LN-501407,CUST-106197,2025-05-02,734.0,R3,RISK_ENGINE,False
LN-501408,CUST-100783,2025-05-02,595.0,R6,RISK_ENGINE,False
LN-501409,CUST-105737,2025-05-02,686.0,R4,RISK_ENGINE,False
LN-501410,CUST-105716,2025-05-02,753.0,R2,RISK_ENGINE,False
LN-501411,CUST-105027,2025-05-02,425.0,R7,RISK_ENGINE,False
LN-501412,CUST-104428,2025-05-02,806.0,R1,RISK_ENGINE,False
LN-501413,CUST-106528,2025-05-02,728.0,R3,RISK_ENGINE,False
LN-501414,CUST-104777,2025-05-02,752.0,R2,RISK_ENGINE,False
LN-501415,CUST-102351,2025-05-02,821.0,R1,RISK_ENGINE,False
LN-501416,CUST-106614,2025-05-02,425.0,R7,RISK_ENGINE,False
LN-501417,CUST-103484,2025-05-02,727.0,R3,RISK_ENGINE,False
LN-501418,CUST-101907,2025-05-02,745.0,R2,RISK_ENGINE,False
LN-501419,CUST-100931,2025-05-02,647.0,R5,RISK_ENGINE,False
LN-501420,CUST-105350,2025-05-02,754.0,R2,RISK_ENGINE,False
LN-501421,CUST-101756,2025-05-02,630.0,R5,RISK_ENGINE,False
LN-501422,CUST-105040,2025-05-02,633.0,R5,RISK_ENGINE,False
LN-501423,CUST-101281,2025-05-02,759.0,R2,RISK_ENGINE,False
LN-501424,CUST-106587,2025-05-02,641.0,R5,RISK_ENGINE,False
LN-501425,CUST-103508,2025-05-02,631.0,R5,RISK_ENGINE,False
LN-501426,CUST-101986,2025-05-02,639.0,R5,RISK_ENGINE,False
LN-501427,CUST-106823,2025-05-02,686.0,R4,RISK_ENGINE,False
LN-501428,CUST-101091,2025-05-02,682.0,R4,RISK_ENGINE,False
LN-501429,CUST-104593,2025-05-02,768.0,R2,RISK_ENGINE,False
LN-501430,CUST-100206,2025-05-02,759.0,R2,RISK_ENGINE,False
LN-501431,CUST-106499,2025-05-02,746.0,R2,RISK_ENGINE,False
LN-501432,CUST-105492,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-501433,CUST-105940,2025-05-02,437.0,R7,RISK_ENGINE,False
LN-501434,CUST-105775,2025-05-02,631.0,R5,RISK_ENGINE,False
LN-501435,CUST-102785,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-501436,CUST-106688,2025-05-02,769.0,R2,RISK_ENGINE,False
LN-501437,CUST-107295,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-501438,CUST-104715,2025-05-02,676.0,R4,RISK_ENGINE,False
LN-501439,CUST-103108,2025-05-02,673.0,R4,RISK_ENGINE,False
LN-501440,CUST-100849,2025-05-02,811.0,R1,RISK_ENGINE,False
LN-501441,CUST-105390,2025-05-02,815.0,R1,RISK_ENGINE,False
LN-501442,CUST-105412,2025-05-02,691.0,R4,RISK_ENGINE,False
LN-501443,CUST-100685,2025-05-02,604.0,R6,RISK_ENGINE,False
LN-501444,CUST-104444,2025-05-02,677.0,R4,RISK_ENGINE,False
LN-501445,CUST-103546,2025-05-02,765.0,R2,RISK_ENGINE,False
LN-501446,CUST-105798,2025-05-02,689.0,R4,RISK_ENGINE,False
LN-501447,CUST-102497,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-501448,CUST-103089,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-501449,CUST-107844,2025-05-02,750.0,R2,RISK_ENGINE,False
LN-501450,CUST-103753,2025-05-02,683.0,R4,RISK_ENGINE,False
LN-501451,CUST-101374,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-501452,CUST-107033,2025-05-02,760.0,R2,RISK_ENGINE,False
LN-501453,CUST-100790,2025-05-02,762.0,R2,RISK_ENGINE,False
LN-501454,CUST-106225,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-501455,CUST-102213,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-501456,CUST-100336,2025-05-02,633.0,R5,RISK_ENGINE,False
LN-501457,CUST-102873,2025-05-02,647.0,R5,RISK_ENGINE,False
LN-501458,CUST-107608,2025-05-02,719.0,R3,RISK_ENGINE,False
LN-501459,CUST-101249,2025-05-02,815.0,R1,RISK_ENGINE,False
LN-501460,CUST-105986,2025-05-02,750.0,R2,RISK_ENGINE,False
LN-501461,CUST-103867,2025-05-02,725.0,R3,RISK_ENGINE,False
LN-501462,CUST-106515,2025-05-02,592.0,R6,RISK_ENGINE,False
LN-501463,CUST-101581,2025-05-02,812.0,R1,RISK_ENGINE,False
LN-501464,CUST-106838,2025-05-02,813.0,R1,RISK_ENGINE,False
LN-501465,CUST-101196,2025-05-02,702.0,R3,RISK_ENGINE,False
LN-501466,CUST-103508,2025-05-02,628.0,R5,RISK_ENGINE,False
LN-501467,CUST-106710,2025-05-02,763.0,R2,RISK_ENGINE,False
LN-501468,CUST-106700,2025-05-02,811.0,R1,RISK_ENGINE,False
LN-501469,CUST-107784,2025-05-02,805.0,R1,RISK_ENGINE,False
LN-501470,CUST-103138,2025-05-02,688.0,R4,RISK_ENGINE,False
LN-501471,CUST-104486,2025-05-02,704.0,R3,RISK_ENGINE,False
LN-501472,CUST-102337,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-501473,CUST-103347,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-501474,CUST-105083,2025-05-02,751.0,R2,RISK_ENGINE,False
LN-501475,CUST-100968,2025-05-02,668.0,R4,RISK_ENGINE,False
LN-501476,CUST-104467,2025-05-02,823.0,R1,RISK_ENGINE,False
LN-501477,CUST-106403,2025-05-02,735.0,R3,RISK_ENGINE,False
LN-501478,CUST-105407,2025-05-02,670.0,R4,RISK_ENGINE,False
LN-501479,CUST-106307,2025-05-02,595.0,R6,RISK_ENGINE,False
LN-501480,CUST-104572,2025-05-02,684.0,R4,RISK_ENGINE,False
LN-501481,CUST-101628,2025-05-02,433.0,R7,RISK_ENGINE,False
LN-501482,CUST-102538,2025-05-02,764.0,R2,RISK_ENGINE,False
LN-501483,CUST-100623,2025-05-02,718.0,R3,RISK_ENGINE,False
LN-501484,CUST-107244,2025-05-02,591.0,R6,RISK_ENGINE,False
LN-501485,CUST-102638,2025-05-02,601.0,R6,RISK_ENGINE,False
LN-501486,CUST-107447,2025-05-02,630.0,R5,RISK_ENGINE,False
LN-501487,CUST-102140,2025-05-02,751.0,R2,RISK_ENGINE,False
LN-501488,CUST-103068,2025-05-02,727.0,R3,RISK_ENGINE,False
LN-501489,CUST-107681,2025-05-02,675.0,R4,RISK_ENGINE,False
LN-501490,CUST-101809,2025-05-02,442.0,R7,RISK_ENGINE,False
LN-501491,CUST-103777,2025-05-02,599.0,R6,RISK_ENGINE,False
LN-501492,CUST-105061,2025-05-02,820.0,R1,RISK_ENGINE,False
LN-501493,CUST-105158,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-501494,CUST-101649,2025-05-02,721.0,R3,RISK_ENGINE,False
LN-501495,CUST-103617,2025-05-02,606.0,R6,RISK_ENGINE,False
LN-501496,CUST-106491,2025-05-02,821.0,R1,RISK_ENGINE,False
LN-501497,CUST-103322,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-501498,CUST-104068,2025-05-02,803.0,R1,RISK_ENGINE,False
LN-501499,CUST-105211,2025-05-02,628.0,R5,RISK_ENGINE,False
LN-501500,CUST-106534,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-501501,CUST-102079,2025-05-02,672.0,R4,RISK_ENGINE,False
LN-501502,CUST-105137,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-501503,CUST-103955,2025-05-02,761.0,R2,RISK_ENGINE,False
LN-501504,CUST-102543,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-501505,CUST-100401,2025-05-02,723.0,R3,RISK_ENGINE,False
LN-501506,CUST-106829,2025-05-02,652.0,R5,RISK_ENGINE,False
LN-501507,CUST-106911,2025-05-02,769.0,R2,RISK_ENGINE,False
LN-501508,CUST-104541,2025-05-02,693.0,R4,RISK_ENGINE,False
LN-501509,CUST-105086,2025-05-02,751.0,R2,RISK_ENGINE,False
LN-501510,CUST-102702,2025-05-02,811.0,R1,RISK_ENGINE,False
LN-501511,CUST-104331,2025-05-02,646.0,R5,RISK_ENGINE,False
LN-501512,CUST-107011,2025-05-02,637.0,R5,RISK_ENGINE,False
LN-501513,CUST-102950,2025-05-02,808.0,R1,RISK_ENGINE,False
LN-501514,CUST-105140,2025-05-02,668.0,R4,RISK_ENGINE,False
LN-501515,CUST-105179,2025-05-02,803.0,R1,RISK_ENGINE,False
LN-501516,CUST-104322,2025-05-02,805.0,R1,RISK_ENGINE,False
LN-501517,CUST-105140,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-501518,CUST-102433,2025-05-02,724.0,R3,RISK_ENGINE,False
LN-501519,CUST-102902,2025-05-02,752.0,R2,RISK_ENGINE,False
LN-501520,CUST-102218,2025-05-02,812.0,R1,RISK_ENGINE,False
LN-501521,CUST-106797,2025-05-02,646.0,R5,RISK_ENGINE,False
LN-501522,CUST-106281,2025-05-02,765.0,R2,RISK_ENGINE,False
LN-501523,CUST-101116,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-501524,CUST-105517,2025-05-02,818.0,R1,RISK_ENGINE,False
LN-501525,CUST-102878,2025-05-02,731.0,R3,RISK_ENGINE,False
LN-501526,CUST-105214,2025-05-02,594.0,R6,RISK_ENGINE,False
LN-501527,CUST-103984,2025-05-02,754.0,R2,RISK_ENGINE,False
LN-501528,CUST-103294,2025-05-02,672.0,R4,RISK_ENGINE,False
LN-501529,CUST-100766,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-501530,CUST-101876,2025-05-02,703.0,R3,RISK_ENGINE,False
LN-501531,CUST-101292,2025-05-02,720.0,R3,RISK_ENGINE,False
LN-501532,CUST-107022,2025-05-02,710.0,R3,RISK_ENGINE,False
LN-501533,CUST-103483,2025-05-02,657.0,R5,RISK_ENGINE,False
LN-501534,CUST-103064,2025-05-02,690.0,R4,RISK_ENGINE,False
LN-501535,CUST-104096,2025-05-02,588.0,R6,RISK_ENGINE,False
LN-501536,CUST-107915,2025-05-02,604.0,R6,RISK_ENGINE,False
LN-501537,CUST-100694,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-501538,CUST-103541,2025-05-02,426.0,R7,RISK_ENGINE,False
LN-501539,CUST-100353,2025-05-02,708.0,R3,RISK_ENGINE,False
LN-501540,CUST-101719,2025-05-02,625.0,R5,RISK_ENGINE,False
LN-501541,CUST-100112,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-501542,CUST-100355,2025-05-02,656.0,R5,RISK_ENGINE,False
LN-501543,CUST-105392,2025-05-02,817.0,R1,RISK_ENGINE,False
LN-501544,CUST-104821,2025-05-02,647.0,R5,RISK_ENGINE,False
LN-501545,CUST-102191,2025-05-02,606.0,R6,RISK_ENGINE,False
LN-501546,CUST-105316,2025-05-02,714.0,R3,RISK_ENGINE,False
LN-501547,CUST-105806,2025-05-02,829.0,R1,RISK_ENGINE,False
LN-501548,CUST-104164,2025-05-02,683.0,R4,RISK_ENGINE,False
LN-501549,CUST-100526,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-501550,CUST-107195,2025-05-02,819.0,R1,RISK_ENGINE,False
LN-501551,CUST-106792,2025-05-02,728.0,R3,RISK_ENGINE,False
LN-501552,CUST-105417,2025-05-02,725.0,R3,RISK_ENGINE,False
LN-501553,CUST-105501,2025-05-02,443.0,R7,RISK_ENGINE,False
LN-501554,CUST-101835,2025-05-02,602.0,R6,RISK_ENGINE,False
LN-501555,CUST-101803,2025-05-02,682.0,R4,RISK_ENGINE,False
LN-501556,CUST-106860,2025-05-02,755.0,R2,RISK_ENGINE,False
LN-501557,CUST-105132,2025-05-02,633.0,R5,RISK_ENGINE,False
LN-501558,CUST-106221,2025-05-02,730.0,R3,RISK_ENGINE,False
LN-501559,CUST-107486,2025-05-02,705.0,R3,RISK_ENGINE,False
LN-501560,CUST-102326,2025-05-02,813.0,R1,RISK_ENGINE,False
LN-501561,CUST-101850,2025-05-02,673.0,R4,RISK_ENGINE,False
LN-501562,CUST-103954,2025-05-02,815.0,R1,RISK_ENGINE,False
LN-501563,CUST-107897,2025-05-02,598.0,R6,RISK_ENGINE,False
LN-501564,CUST-100407,2025-05-02,727.0,R3,RISK_ENGINE,False
LN-501565,CUST-100181,2025-05-02,599.0,R6,RISK_ENGINE,False
LN-501566,CUST-105943,2025-05-02,727.0,R3,RISK_ENGINE,False
LN-501567,CUST-105143,2025-05-02,640.0,R5,RISK_ENGINE,False
LN-501568,CUST-101364,2025-05-02,714.0,R3,RISK_ENGINE,False
LN-501569,CUST-105008,2025-05-02,672.0,R4,RISK_ENGINE,False
LN-501570,CUST-107195,2025-05-02,647.0,R5,RISK_ENGINE,False
LN-501571,CUST-103970,2025-05-02,687.0,R4,RISK_ENGINE,False
LN-501572,CUST-102386,2025-05-02,637.0,R5,RISK_ENGINE,False
LN-501573,CUST-103000,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-501574,CUST-107903,2025-05-02,756.0,R2,RISK_ENGINE,False
LN-501575,CUST-104800,2025-05-02,765.0,R2,RISK_ENGINE,False
LN-501576,CUST-100249,2025-05-02,690.0,R4,RISK_ENGINE,False
LN-501577,CUST-105382,2025-05-02,768.0,R2,RISK_ENGINE,False
LN-501578,CUST-101375,2025-05-02,821.0,R1,RISK_ENGINE,False
LN-501579,CUST-102171,2025-05-02,762.0,R2,RISK_ENGINE,False
LN-501580,CUST-105018,2025-05-02,683.0,R4,RISK_ENGINE,False
LN-501581,CUST-107162,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-501582,CUST-102813,2025-05-02,638.0,R5,RISK_ENGINE,False
LN-501583,CUST-102593,2025-05-02,591.0,R6,RISK_ENGINE,False
LN-501584,CUST-106333,2025-05-02,720.0,R3,RISK_ENGINE,False
LN-501585,CUST-106897,2025-05-02,813.0,R1,RISK_ENGINE,False
LN-501586,CUST-106073,2025-05-02,752.0,R2,RISK_ENGINE,False
LN-501587,CUST-105418,2025-05-02,670.0,R4,RISK_ENGINE,False
LN-501588,CUST-107730,2025-05-02,634.0,R5,RISK_ENGINE,False
LN-501589,CUST-102650,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-501590,CUST-101716,2025-05-02,651.0,R5,RISK_ENGINE,False
LN-501591,CUST-104267,2025-05-02,770.0,R2,RISK_ENGINE,False
LN-501592,CUST-101548,2025-05-02,820.0,R1,RISK_ENGINE,False
LN-501593,CUST-105457,2025-05-02,671.0,R4,RISK_ENGINE,False
LN-501594,CUST-106162,2025-05-02,664.0,R4,RISK_ENGINE,False
LN-501595,CUST-106103,2025-05-02,801.0,R1,RISK_ENGINE,False
LN-501596,CUST-102237,2025-05-02,614.0,R6,RISK_ENGINE,False
LN-501597,CUST-102470,2025-05-02,687.0,R4,RISK_ENGINE,False
LN-501598,CUST-105825,2025-05-02,608.0,R6,RISK_ENGINE,False
LN-501599,CUST-105586,2025-05-02,743.0,R2,RISK_ENGINE,False
LN-501600,CUST-107767,2025-05-02,426.0,R7,RISK_ENGINE,False
LN-501601,CUST-100964,2025-05-02,824.0,R1,RISK_ENGINE,False
LN-501602,CUST-100169,2025-05-02,663.0,R4,RISK_ENGINE,False
LN-501603,CUST-103676,2025-05-02,720.0,R3,RISK_ENGINE,False
LN-501604,CUST-101307,2025-05-02,682.0,R4,RISK_ENGINE,False
LN-501605,CUST-105733,2025-05-02,639.0,R5,RISK_ENGINE,False
LN-501606,CUST-101632,2025-05-02,767.0,R2,RISK_ENGINE,False
LN-501607,CUST-102815,2025-05-02,630.0,R5,RISK_ENGINE,False
LN-501608,CUST-104447,2025-05-02,724.0,R3,RISK_ENGINE,False
LN-501609,CUST-103225,2025-05-02,649.0,R5,RISK_ENGINE,False
LN-501610,CUST-101407,2025-05-02,679.0,R4,RISK_ENGINE,False
LN-501611,CUST-102777,2025-05-02,644.0,R5,RISK_ENGINE,False
LN-501612,CUST-101658,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-501613,CUST-104003,2025-05-02,682.0,R4,RISK_ENGINE,False
LN-501614,CUST-102562,2025-05-02,809.0,R1,RISK_ENGINE,False
LN-501615,CUST-106205,2025-05-02,610.0,R6,RISK_ENGINE,False
LN-501616,CUST-102999,2025-05-02,715.0,R3,RISK_ENGINE,False
LN-501617,CUST-103150,2025-05-02,643.0,R5,RISK_ENGINE,False
LN-501618,CUST-107341,2025-05-02,697.0,R4,RISK_ENGINE,False
LN-501619,CUST-107693,2025-05-02,676.0,R4,RISK_ENGINE,False
LN-501620,CUST-100042,2025-05-02,779.0,R2,RISK_ENGINE,False
LN-501621,CUST-103901,2025-05-02,675.0,R4,RISK_ENGINE,False
LN-501622,CUST-105369,2025-05-02,757.0,R2,RISK_ENGINE,False
LN-501623,CUST-107631,2025-05-02,808.0,R1,RISK_ENGINE,False
LN-501624,CUST-103111,2025-05-02,592.0,R6,RISK_ENGINE,False
LN-501625,CUST-105989,2025-05-02,815.0,R1,RISK_ENGINE,False
LN-501626,CUST-100555,2025-05-02,761.0,R2,RISK_ENGINE,False
LN-501627,CUST-100277,2025-05-02,760.0,R2,RISK_ENGINE,False
LN-501628,CUST-104035,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-501629,CUST-100302,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-501630,CUST-100118,2025-05-02,669.0,R4,RISK_ENGINE,False
LN-501631,CUST-106390,2025-05-02,815.0,R1,RISK_ENGINE,False
LN-501632,CUST-101968,2025-05-02,649.0,R5,RISK_ENGINE,False
LN-501633,CUST-101927,2025-05-02,636.0,R5,RISK_ENGINE,False
LN-501634,CUST-107670,2025-05-02,623.0,R5,RISK_ENGINE,False
LN-501635,CUST-106768,2025-05-02,822.0,R1,RISK_ENGINE,False
LN-501636,CUST-106490,2025-05-02,769.0,R2,RISK_ENGINE,False
LN-501637,CUST-104582,2025-05-02,767.0,R2,RISK_ENGINE,False
LN-501638,CUST-100453,2025-05-02,810.0,R1,RISK_ENGINE,False
LN-501639,CUST-104365,2025-05-02,777.0,R2,RISK_ENGINE,False
LN-501640,CUST-100091,2025-05-02,684.0,R4,RISK_ENGINE,False
LN-501641,CUST-106967,2025-05-02,822.0,R1,RISK_ENGINE,False
LN-501642,CUST-105596,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-501643,CUST-103783,2025-05-02,755.0,R2,RISK_ENGINE,False
LN-501644,CUST-101895,2025-05-02,810.0,R1,RISK_ENGINE,False
LN-501645,CUST-104387,2025-05-02,706.0,R3,RISK_ENGINE,False
LN-501646,CUST-105376,2025-05-02,673.0,R4,RISK_ENGINE,False
LN-501647,CUST-103466,2025-05-02,810.0,R1,RISK_ENGINE,False
LN-501648,CUST-106350,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-501649,CUST-106318,2025-05-02,723.0,R3,RISK_ENGINE,False
LN-501650,CUST-102156,2025-05-02,705.0,R3,RISK_ENGINE,False
LN-501651,CUST-103898,2025-05-02,763.0,R2,RISK_ENGINE,False
LN-501652,CUST-100056,2025-05-02,434.0,R7,RISK_ENGINE,False
LN-501653,CUST-102691,2025-05-02,593.0,R6,RISK_ENGINE,False
LN-501654,CUST-100821,2025-05-02,722.0,R3,RISK_ENGINE,False
LN-501655,CUST-106037,2025-05-02,663.0,R4,RISK_ENGINE,False
LN-501656,CUST-102336,2025-05-02,756.0,R2,RISK_ENGINE,False
LN-501657,CUST-102068,2025-05-02,780.0,R1,RISK_ENGINE,False
LN-501658,CUST-101206,2025-05-02,688.0,R4,RISK_ENGINE,False
LN-501659,CUST-107921,2025-05-02,609.0,R6,RISK_ENGINE,False
LN-501660,CUST-102403,2025-05-02,711.0,R3,RISK_ENGINE,False
LN-501661,CUST-107273,2025-05-02,767.0,R2,RISK_ENGINE,False
LN-501662,CUST-107844,2025-05-02,820.0,R1,RISK_ENGINE,False
LN-501663,CUST-106455,2025-05-02,677.0,R4,RISK_ENGINE,False
LN-501664,CUST-107279,2025-05-02,432.0,R7,RISK_ENGINE,False
LN-501665,CUST-104978,2025-05-02,638.0,R5,RISK_ENGINE,False
LN-501666,CUST-104316,2025-05-02,804.0,R1,RISK_ENGINE,False
LN-501667,CUST-100420,2025-05-02,710.0,R3,RISK_ENGINE,False
